enzymes	genes	shortNames	MWs	subSystems	Std	HiT	LpH
Q6CCI5	YALI0C09119g	YALI0_C09119g	34.36748	Pentose and glucuronate interconversions // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Pentose and glucuronate interconversions //   // Glycerolipid metabolism	NaN	NaN	NaN
Q6CCJ7	YALI0C08811g	YALI0_C08811g	32.8318	Lysine degradation	0.000425678399017776	0.000203413261324327	0.000147981199670792
Q6CCN0	YALI0C08074g	YALI0_C08074g	40.48276	Carbon metabolism // Glyoxylate and dicarboxylate metabolism	NaN	NaN	NaN
Q6CCQ8	YALI0C07414g	YALI0_C07414g	29.33511	Glycine, serine and threonine metabolism // Pyrimidine metabolism // Glycine, serine and threonine metabolism // Pyrimidine metabolism // Glycine, serine and threonine metabolism // Pyrimidine metabolism	7.93017196743991e-05	0.000476196237138069	0.000141003895081192
Q6CCR8	YALI0C07128g	YALI0_C07128g	60.17751	Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Histidine metabolism	NaN	0.000182015109466174	8.6895285383081e-05
Q6CCS2	YALI0C06996g	YALI0_C06996g	38.22801	Pantothenate and CoA biosynthesis	0.000596836153257069	0.000489071240686147	0.000436231929301143
Q6CCS4	YALI0C06952g	YALI0_C06952g	38.43652	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	0.000112656835299714	0.000221678824273056	0.000242023856015383
Q6CCT2	YALI0C06776g	YALI0_C06776g	52.92419	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Pyruvate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Pyruvate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Pyruvate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Pyruvate metabolism	0.00137346456931761	0.00116861785244555	0.00135222423732643
Q6CCU3	YALI0C06490g	MPG1	39.76646	Amino sugar and nucleotide sugar metabolism // Biosynthesis of secondary metabolites // Fructose and mannose metabolism	0.00105315386439813	0.000548595016230121	0.00056934395701019
Q6CCU5	YALI0C06446g	YALI0_C06446g	59.80177	Pyruvate metabolism // Sulfur metabolism // Pyruvate metabolism // Sulfur metabolism	2.82886877257444e-05	0.000160587548958961	NaN
Q6CCU7	YALI0C06369g	GPD	35.81841	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Gluconeogenesis // Glycolysis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Gluconeogenesis // Glycolysis	0.0049911331809046	0.00341875303929751	0.00719742264961633
Q6CCV0	YALI0C06303g	YALI0_C06303g	40.51153	Glycerophospholipid metabolism // Phosphonate and phosphinate metabolism	NaN	NaN	7.78474069399117e-05
Q6CCV1	YALI0C06281g	YALI0_C06281g	54.85213	Pantothenate and CoA biosynthesis	NaN	NaN	NaN
Q6CCW0	YALI0C06083g	HEM1	61.23657	Biosynthesis of secondary metabolites // Glycine, serine and threonine metabolism // Porphyrin and chlorophyll metabolism	NaN	NaN	NaN
Q6CCW6	YALI0C05951g	YALI0_C05951g	54.88593	Biosynthesis of unsaturated fatty acids // Fatty acid metabolism // Biosynthesis of unsaturated fatty acids // Fatty acid metabolism // Fatty acid elongation	0.00043850720155413	0.00043850720155413	0.00043850720155413
Q6CCY8	YALI0C05467g	YALI0_C05467g	11.42701	Glutathione metabolism // Glutathione metabolism	NaN	NaN	NaN
Q6CCZ6	YALI0C05258g	YALI0_C05258g	59.2196	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tyrosine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tyrosine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tyrosine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tyrosine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tyrosine metabolism	NaN	NaN	NaN
Q6CD21	YALI0C04433g	YALI0_C04433g	46.69706	Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites	0.000362790234665901	0.000282804830724126	0.000327735946261527
Q6CD33	YALI0C04180g	YALI0_C04180g	107.40352	AGE-RAGE signaling pathway in diabetic complications // Inositol phosphate metabolism // Phosphatidylinositol signaling system // AGE-RAGE signaling pathway in diabetic complications // Inositol phosphate metabolism // Phosphatidylinositol signaling system	NaN	NaN	NaN
Q6CD53	YALI0C03674g	YALI0_C03674g	90.06523	Aminoacyl-tRNA biosynthesis	0.000313172673961757	0.000662287131891337	0.000773706146737888
Q6CD74	YALI0C03179g	YALI0_C03179g	59.89461	Autophagy - yeast // Sphingolipid metabolism	NaN	3.85931765097664e-05	1.21180937234015e-05
Q6CD79	YALI0C03025g	YALI0_C03025g	53.29721	Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Histidine metabolism // Phenylalanine metabolism // Tyrosine metabolism // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Histidine metabolism // Phenylalanine metabolism // Tyrosine metabolism // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Histidine metabolism // Phenylalanine metabolism // Tyrosine metabolism // beta-Alanine metabolism	0.000223505022528139	0.000108987721023614	8.12495455476204e-05
Q6CD80	YALI0C03003g	YALI0_C03003g	30.83412	Peroxisome // Peroxisome	0.000443942584946193	0.000497371702386125	0.00048780008474559
Q6CDC5	YALI0C01716g	YALI0_C01716g	42.0382	Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	0.000457401953228515	0.000328098751960859	0.000311529706678558
Q6CDD3	YALI0C01411g	YALI0_C01411g	220.36532	MAPK signaling pathway - yeast // Starch and sucrose metabolism	NaN	NaN	NaN
Q6CDE7	YALI0C01111g	YALI0_C01111g	24.60574	Biosynthesis of secondary metabolites // Riboflavin metabolism	NaN	1.28807011830308e-05	2.55081914311886e-05
Q6CDI5	YALI0C00253g	YALI0_C00253g	73.87983	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Butanoate metabolism // C5-Branched dibasic acid metabolism // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Butanoate metabolism // C5-Branched dibasic acid metabolism // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Butanoate metabolism // C5-Branched dibasic acid metabolism // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Butanoate metabolism // C5-Branched dibasic acid metabolism // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis	0.000688474995866649	0.000586870626893601	0.000511198613844078
Q6CDI7	YALI0C00209g	YALI0_C00209g	80.36615	Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerolipid metabolism	0.00116668029110805	0.00116668029110805	0.00116668029110805
Q6CDK2	YALI0B23298g	YALI0_B23298g	49.56821	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Steroid biosynthesis	NaN	NaN	NaN
Q6CDK7	YALI0B23188g	YALI0_B23188g	60.8723	Biosynthesis of secondary metabolites // Purine metabolism // Purine metabolism	0.000166338265898643	0.00034972735014293	0.000345874431738834
Q6CDL9	YALI0B22924g	HAM1	20.48306	Purine metabolism // Pyrimidine metabolism // Purine metabolism // Purine metabolism // Purine metabolism	NaN	NaN	NaN
Q6CDM0	YALI0B22902g	BNA5	48.41058	Tryptophan metabolism // Tryptophan metabolism	NaN	0.000127577988210411	0.000212535800767027
Q6CDN6	YALI0B22550g	YALI0_B22550g	34.09957	Synthesis and degradation of ketone bodies	NaN	NaN	NaN
Q6CDN8	YALI0B22506g	YALI0_B22506g	39.90316	Carbon metabolism // Glyoxylate and dicarboxylate metabolism	0.000309570071731334	0.000517014594767407	0.000933499750645432
Q6CDQ7	YALI0B22066g	YALI0_B22066g	99.03144	Oxidative phosphorylation // Purine metabolism // Pyrimidine metabolism	0.00505540505819935	0.00355080058104067	0.00794980405575172
Q6CDR5	YALI0B21846g	YALI0B21846g	44.18928	Phenylalanine, tyrosine and tryptophan biosynthesis	NaN	NaN	NaN
Q6CDR7	YALI0B21780g	YALI0_B21780g	34.2918	Pentose and glucuronate interconversions // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Pentose and glucuronate interconversions //   // Glycerolipid metabolism	NaN	NaN	NaN
Q6CDT1	YALI0B21428g	YALI0_B21428g	76.86312	Alanine, aspartate and glutamate metabolism // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics	0.00161374376558867	0.00168575180731985	0.00159243862141004
Q6CDX6	YALI0B20438g	YALI0_B20438g	32.89124	Biosynthesis of amino acids // Biosynthesis of antibiotics // Carbon metabolism // Glycine, serine and threonine metabolism	NaN	NaN	NaN
Q6CDY7	YALI0B20196g	YALI0_B20196g	37.42353	Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism	8.72528756430958e-05	4.48569554740785e-05	9.50377568949728e-05
Q6CDZ3	YALI0B20020g	YALI0_B20020g	39.46458	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	0.000452582530675585	0.000134464274443064	0.000463912283790517
Q6CDZ4	YALI0B19998g	YALI0_B19998g	234.32575	Alanine, aspartate and glutamate metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Nitrogen metabolism	0.00295892581646266	0.00217694872250667	0.00445465486538182
Q6CDZ5	YALI0B19976g	YALI0_B19976g	40.8752	Carbon metabolism // Glyoxylate and dicarboxylate metabolism	NaN	NaN	NaN
Q6CE35	YALI0B18898g	YALI0_B18898g	33.76284	Biosynthesis of secondary metabolites // Pantothenate and CoA biosynthesis	NaN	NaN	NaN
Q6CE40	YALI0B18759g	YALI0_B18759g	226.89187	Longevity regulating pathway - multiple species // Meiosis - yeast // Purine metabolism // Purine metabolism	NaN	NaN	NaN
Q6CE59	YALI0B18348g	YALI0_B18348g	45.5974	Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fructose and mannose metabolism // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fructose and mannose metabolism	0.000983182404172299	0.000517030334219047	0.000571015318851921
Q6CE86	YALI0B17688g	TSC10	40.73363	Sphingolipid metabolism	NaN	9.56632301059895e-06	0.000115244698267681
Q6CE87	YALI0B17666g	YALI0_B17666g	93.81122	2-Oxocarboxylic acid metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // 2-Oxocarboxylic acid metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites	0.00102821406232957	0.000564610573875538	0.000920392395515474
Q6CE88	YALI0B17644g	ERG27	38.72377	Biosynthesis of antibiotics // Steroid biosynthesis // Biosynthesis of antibiotics // Steroid biosynthesis	NaN	NaN	NaN
Q6CE97	YALI0B17402g	YALI0_B17402g	54.26353	Alanine, aspartate and glutamate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Alanine, aspartate and glutamate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Alanine, aspartate and glutamate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism	0.000710211346852878	0.000548769395197335	0.000667511469812329
Q6CEA0	YALI0B17336g	YALI0_B17336g	32.00781	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	NaN	NaN	NaN
Q6CEA6	YALI0B17204g	YALI0_B17204g	24.40995	Biosynthesis of antibiotics // Steroid biosynthesis	NaN	NaN	NaN
Q6CEE3	YALI0B16324g	YALI0_B16324g	110.63154	Amino sugar and nucleotide sugar metabolism	NaN	NaN	NaN
Q6CEE8	YALI0B16214g	YALI0_B16214g	38.96794	Cysteine and methionine metabolism	NaN	NaN	NaN
Q6CEE9	YALI0B16192g	YALI0B16192g	30.0329	Fructose and mannose metabolism // Fructose and mannose metabolism	NaN	NaN	NaN
Q6CEF2	YALI0B16126g	YALI0_B16126g	38.49515	Biosynthesis of antibiotics // Terpenoid backbone biosynthesis // Biosynthesis of antibiotics // Terpenoid backbone biosynthesis	NaN	NaN	NaN
Q6CEF3	YALI0B16104g	GUA1	58.34948	Purine metabolism	0.000642436417147019	0.000725228151990458	0.000685960132573602
Q6CEF6	YALI0B16038g	YALI0_B16038g	48.31812	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Peroxisome // Terpenoid backbone biosynthesis // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Peroxisome // Terpenoid backbone biosynthesis // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Peroxisome // Terpenoid backbone biosynthesis // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Peroxisome // Terpenoid backbone biosynthesis	NaN	NaN	NaN
Q6CEG2	YALI0B15884g	COQ3	42.05092	Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis	NaN	NaN	NaN
Q6CEH1	YALI0B15664g	YALI0_B15664g	65.19751	Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis	NaN	NaN	1.91478898510616e-05
Q6CEH4	YALI0B15598g	YALI0_B15598g	53.58645	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glutathione metabolism // Pentose phosphate pathway	0.00484051336025631	0.00430890359227452	0.00303475611353579
Q6CEI8	YALI0B15304g	YALI0_B15304g	60.29786	Alanine, aspartate and glutamate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism	0.000179779847873571	0.000146017040629732	0.000181653112282593
Q6CEJ7	YALI0B15125g	YALI0_B15125g	21.44222	 	0.00102372935679189	0.000355438731754259	0.000518847337477699
Q6CEK6	YALI0B14927g	RBK1	33.13486	Pentose phosphate pathway // Pentose phosphate pathway	NaN	6.60688237503163e-05	NaN
Q6CEL0	YALI0B14839g	YALI0_B14839g	51.00124	 	NaN	NaN	NaN
Q6CEL5	YALI0B14729g	YALI0_B14729g	29.364	Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	NaN	NaN	NaN
Q6CEM0	YALI0B14619g	YALI0_B14619g	79.27608	Arginine biosynthesis // Atrazine degradation // Arginine biosynthesis // Atrazine degradation // Valine, leucine and isoleucine degradation	NaN	4.91174399783597e-05	NaN
Q6CEM4	YALI0B14531g	YALI0_B14531g	31.72335	Glycerolipid metabolism // Glycerolipid metabolism // Biosynthesis of secondary metabolites // Glycerolipid metabolism // Glycerophospholipid metabolism //   // Biosynthesis of secondary metabolites // Glycerolipid metabolism // Glycerophospholipid metabolism //  	NaN	NaN	NaN
Q6CEM5	YALI0B14509g	YALI0_B14509g	42.18036	Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism	0.00341534066000874	0.00279376805301165	0.00259789405638814
Q6CEM7	YALI0B14465g	YALI0_B14465g	69.56207	Carbon metabolism // One carbon pool by folate	NaN	0.000117078292503046	NaN
Q6CEN0	YALI0B14399g	YALI0_B14399g	31.17486	Arginine and proline metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Arginine and proline metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites	0.000276681092192248	0.000133249685409634	0.000209104110394513
Q6CEN5	YALI0B14289g	YALI0_B14289g	94.6236	Starch and sucrose metabolism	NaN	NaN	NaN
Q6CEQ0	YALI0B13970g	YALI0_B13970g	67.59266	Biosynthesis of secondary metabolites // Glycerophospholipid metabolism	0.0050664452701996	0.00329797804844152	0.00352248806298414
Q6CER7	YALI0B13552g	YALI0_B13552g	53.93667	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Pentose phosphate pathway // Purine metabolism	NaN	7.90882147306835e-06	NaN
Q6CES1	YALI0B13464g	YALI0_B13464g	109.76868	  //   //   //  	0.000247445527507474	8.570603579082e-05	3.99125849858141e-05
Q6CES3	YALI0B13420g	MEU1	34.33393	Cysteine and methionine metabolism // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Nicotinate and nicotinamide metabolism // Purine metabolism // Pyrimidine metabolism	0.00027276133817081	0.000237428695153113	0.000336902575892102
Q6CEX7	YALI0B12078g	YALI0_B12078g	36.20725	One carbon pool by folate	NaN	0.000117767547180661	NaN
Q6CF09	YALI0B11286g	YALI0_B11286g	39.27495	Autophagy - yeast // Inositol phosphate metabolism // Phosphatidylinositol signaling system // Autophagy - yeast // Inositol phosphate metabolism // Phosphatidylinositol signaling system // Autophagy - yeast // Inositol phosphate metabolism // Phosphatidylinositol signaling system // Autophagy - yeast // Inositol phosphate metabolism // Phosphatidylinositol signaling system	NaN	NaN	NaN
Q6CF18	YALI0B11044g	NTE1	158.15136	Glycerophospholipid metabolism // Glycerophospholipid metabolism	NaN	NaN	NaN
Q6CF43	YALI0B10406g	YALI0_B10406g	37.22246	Lysine degradation // Lysine degradation	0.000734218790511289	0.000607450736168816	0.000349490639694827
Q6CF46	YALI0B10340g	YALI0_B10340g	68.37052	Peroxisome // Peroxisome	0.00131339473124116	0.000690811956175657	0.00130761444781438
Q6CF67	YALI0B09845g	YALI0_B09845g	43.76539	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation	0.000320677419131483	0.000219478322361218	0.000394178163816821
Q6CF74	YALI0B09647g	YALI0_B09647g	62.95206	Alanine, aspartate and glutamate metabolism // Arginine and proline metabolism // Alanine, aspartate and glutamate metabolism // Arginine and proline metabolism // Alanine, aspartate and glutamate metabolism // Arginine and proline metabolism // Arginine and proline metabolism // Alanine, aspartate and glutamate metabolism // Arginine and proline metabolism // Alanine, aspartate and glutamate metabolism // Arginine and proline metabolism // Alanine, aspartate and glutamate metabolism // Arginine and proline metabolism // Arginine and proline metabolism	0.00241655774066316	0.00199029738034909	0.00213833465837691
Q6CF75	YALI0B09625g	YALI0_B09625g	54.59898	Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites	NaN	NaN	NaN
Q6CF99	YALI0B08965g	YALI0_B08965g	22.1339	Biosynthesis of secondary metabolites // Riboflavin metabolism	NaN	NaN	NaN
Q6CFA0	YALI0B08943g	YALI0_B08943g	49.60482	Aminoacyl-tRNA biosynthesis	0.000107240729672522	0.000255099385288075	0.000260527379821492
Q6CFD2	YALI0B08184g	MET3	64.03333	Biosynthesis of antibiotics // Monobactam biosynthesis // Purine metabolism // Selenocompound metabolism // Sulfur metabolism	0.00487164144359802	0.00316358744116409	0.00434912861393251
Q6CFD3	YALI0B08140g	YALI0_B08140g	28.98527	Sulfur metabolism	NaN	NaN	NaN
Q6CFD7	YALI0B08052g	YALI0_B08052g	37.764	MAPK signaling pathway - yeast // Pentose and glucuronate interconversions // Propanoate metabolism // Pyruvate metabolism	NaN	NaN	NaN
Q6CFF6	YALI0B07447g	YALI0_B07447g	63.98859	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Pyruvate metabolism // Valine, leucine and isoleucine biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Pyruvate metabolism // Valine, leucine and isoleucine biosynthesis	0.000864969129280242	0.000725181670142834	0.000586615096552808
Q6CFG7	YALI0B07117g	YALI0_B07117g	37.5446	Pentose and glucuronate interconversions // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Pentose and glucuronate interconversions //   // Glycerolipid metabolism	NaN	NaN	NaN
Q6CFH4	YALI0B06941g	RKI1	25.95346	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Pentose phosphate pathway	NaN	0.00036348081164284	0.000205767585914687
Q6CFH9	YALI0B06831g	YALI0_B06831g	19.8203	Oxidative phosphorylation	0.002300087049701	0.00217957469754989	0.00188098864178449
Q6CFK9	YALI0B06006g	YALI0_B06006g	37.80873	Biosynthesis of secondary metabolites // Pantothenate and CoA biosynthesis // beta-Alanine metabolism	NaN	NaN	NaN
Q6CFL2	YALI0B05918g	YALI0_B05918g	52.20981	Aminoacyl-tRNA biosynthesis	NaN	NaN	NaN
Q6CFN6	YALI0B05368g	YALI0_B05368g	63.49285	Pyrimidine metabolism // Pyrimidine metabolism	0.000379806634928073	0.00040432427109577	0.000459752763715141
Q6CFP4	YALI0B05126g	YALI0_B05126g	59.22557	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Steroid biosynthesis	0.000282120913316708	5.36402215607518e-05	0.000151848002938456
Q6CFS3	YALI0B04312g	YALI0_B04312g	58.16013	Biosynthesis of antibiotics // Inositol phosphate metabolism	7.91069349354388e-05	0.000306778374377089	0.000341961909586707
Q6CFS9	YALI0B04180g	ALA1	104.63353	Aminoacyl-tRNA biosynthesis	0.00158361862946395	0.000882655750226014	0.00126893777671667
Q6CFT7	YALI0B03982g	YALI0_B03982g	54.53456	Oxidative phosphorylation	0.00632857399823121	0.00599699031387094	0.00517544577754699
Q6CFU6	YALI0B03630g	YALI0_B03630g	46.16475	Glutathione metabolism // Purine metabolism // Pyrimidine metabolism // Glutathione metabolism // Purine metabolism // Pyrimidine metabolism // Glutathione metabolism // Purine metabolism // Pyrimidine metabolism // Glutathione metabolism // Purine metabolism // Pyrimidine metabolism // Glutathione metabolism // Purine metabolism // Pyrimidine metabolism // Glutathione metabolism // Purine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism	NaN	NaN	NaN
Q6CFX1	YALI0B02852g	BNA1	19.55005	Tryptophan metabolism	NaN	NaN	NaN
