rxns	rxnNames	grRules	subSystems	Std_GEM	Std_ecM	Std_ecP	HiT_GEM	HiT_ecM	HiT_ecP	LpH_GEM	LpH_ecM	LpH_ecP
y002144	B-ketoacyl-ACP synthase (3-oxo-octanoyl-ACP)	(YALI0F30679g and YALI0D14850g) or (YALI0F30679g and YALI0D24629g)	Biotin metabolism//Fatty acid biosynthesis//Fatty acid metabolism//Oxidative phosphorylation	0	0	0	0	0	0	0	0	0
y002145	3-oxoacyl-ACP reductase (3-hydroxybutanoyl-ACP)	YALI0C19965g or YALI0D05929g or YALI0F29975g	Biosynthesis of antibiotics//Biosynthesis of unsaturated fatty acids//Biotin metabolism//Fatty acid biosynthesis//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002146	3-oxoacyl-ACP reductase (3-hydroxyhexanoyl-ACP)	YALI0C19965g or YALI0D05929g or YALI0F29975g	Biosynthesis of antibiotics//Biosynthesis of unsaturated fatty acids//Biotin metabolism//Fatty acid biosynthesis//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002147	3-oxoacyl-ACP reductase (3-hydroxyoctanoyl-ACP)	YALI0C19965g or YALI0D05929g or YALI0F29975g	Biosynthesis of antibiotics//Biosynthesis of unsaturated fatty acids//Biotin metabolism//Fatty acid biosynthesis//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002148	3-hydroxyacyl-thioester dehydratase (trans-but-2-enoyl-ACP)	YALI0A19096g		0	0	0	0	0	0	0	0	0
y002149	3-hydroxyacyl-thioester dehydratase (trans-hex-2-enoyl-ACP)	YALI0A19096g		0	0	0	0	0	0	0	0	0
y002150	3-hydroxyacyl-thioester dehydratase (trans-oct-2-enoyl-ACP)	YALI0A19096g		0	0	0	0	0	0	0	0	0
y002151	enoyl-ACP reductase (butanoyl-ACP)	YALI0C19624g	Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002152	enoyl-ACP reductase (hexanoyl-ACP)	YALI0C19624g	Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002153	enoyl-ACP reductase (octanoyl-ACP)	YALI0C19624g	Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002154	elongase I (3-oxotetradecanoyl-CoA)	YALI0B20196g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002155	elongase I (3-oxopalmitoyl-CoA)	YALI0B20196g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002156	elongase II (3-oxooctadecanoyl-CoA)	YALI0B20196g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0.00988917552228325	0	0	0	0	0	0	0
y002157	elongase II or III (3-oxoicosanoyl-CoA)	YALI0B20196g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002158	elongase II or III (3-oxodocosanoyl-CoA)	YALI0B20196g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002159	elongase II or III (3-oxotetracosanoyl-CoA)	YALI0B20196g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002160	elongase III (3-oxohexacosanoyl-CoA)	YALI0B20196g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002161	B-ketoacyl-CoA reductase ((S)-3-hydroxytetradecanoyl-CoA)	YALI0A06787g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002162	B-ketoacyl-CoA reductase ((S)-3-hydroxypalmitoyl-CoA)	YALI0A06787g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002163	B-ketoacyl-CoA reductase (3-hydroxyoctadecanoyl-CoA)	YALI0A06787g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0.00988917552228325	0	0	0	0	0	0	0
y002164	B-ketoacyl-CoA reductase (3-hydroxyicosanoyl-CoA)	YALI0A06787g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002165	B-ketoacyl-CoA reductase (3-hydroxydocosanoyl-CoA)	YALI0A06787g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002166	B-ketoacyl-CoA reductase (3-hydroxytetracosanoyl-CoA)	YALI0A06787g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002167	B-ketoacyl-CoA reductase ((S)-3-hydroxyhexacosanoyl-CoA)	YALI0A06787g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002168	B-hydroxyacyl-CoA dehydratase (trans-tetradec-2-enoyl-CoA)	YALI0F11935g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002169	B-hydroxyacyl-CoA dehydratase (trans-hexadec-2-enoyl-CoA)	YALI0F11935g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002170	B-hydroxyacyl-CoA dehydratase (trans-octadec-2-enoyl-CoA)	YALI0F11935g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0.00988917552228325	0	0	0	0	0	0	0
y002171	B-hydroxyacyl-CoA dehydratase (trans-icos-2-enoyl-CoA)	YALI0F11935g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002172	B-hydroxyacyl-CoA dehydratase (trans-docos-2-enoyl-CoA)	YALI0F11935g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002173	B-hydroxyacyl-CoA dehydratase (trans-tetracos-2-enoyl-CoA)	YALI0F11935g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002174	B-hydroxyacyl-CoA dehydratase (trans-hexacos-2-enoyl-CoA)	YALI0F11935g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002175	trans-2-enoyl-CoA reductase (n-C14:0CoA)	YALI0A04983g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002176	trans-2-enoyl-CoA reductase (n-C16:0CoA)	YALI0A04983g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002177	trans-2-enoyl-CoA reductase (n-C18:0CoA)	YALI0A04983g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0.00988917552228325	0	0	0	0	0	0	0
y002178	trans-2-enoyl-CoA reductase (n-C20:0CoA)	YALI0A04983g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002179	trans-2-enoyl-CoA reductase (n-C22:0CoA)	YALI0A04983g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002180	trans-2-enoyl-CoA reductase (n-C24:0CoA)	YALI0A04983g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002181	trans-2-enoyl-CoA reductase (n-C26:0CoA)	YALI0A04983g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation//Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y002182	palmitoyl-CoA desaturase (n-C16:0CoA - n-C16:1CoA), ER membrane	YALI0C05951g	Biosynthesis of unsaturated fatty acids//Fatty acid metabolism	1.10913771959062e-05	1.12023555755345e-05	9.999e-06	9.999e-06	1.00999899e-05	9.999e-06	9.999e-06	1.00999899e-05	9.999e-06
y002183	stearoyl-CoA desaturase (n-C18:0CoA - n-C18:1CoA), ER membrane	YALI0C05951g	Biosynthesis of unsaturated fatty acids//Fatty acid metabolism	0.00924912988372351	0.00934167505907338	0.00833819354205047	0.00833819354205052	0.00842240929682518	0.00833819354205047	0.00833819354205051	0.00842240929682518	0.00833819354205045
y002184	octanoate (n-C8:0) transport			0	0	0	0	0	0	0	0	0
y002185	decanoate (n-C10:0) transport			0	0	0	0	0	0	0	0	0
y002186	laurate (n-C12:0) transport			0	0	0	0	0	0	0	0	0
y002187	butyrate exchange			0	0	0	0	0	0	0	0	0
y002188	hexanoate exchange			0	0	0	0	0	0	0	0	0
y002189	oleate exchange			0	0	0	0	0	0	0	0	0
y002190	butyrate (n-C4:0) transport			0	0	0	0	0	0	0	0	0
y002191	hexanoate (n-C6:0) transport			0	0	0	0	0	0	0	0	0
y002192	octadecenoate (n-C18:1) transport			0	0	0	0	0	0	0	0	0
y002193	myristate exchange			0	0	0	0	0	0	0	0	0
y002194	fatty-acid--CoA ligase (dodecanoate), ER membrane	YALI0D17864g	Fatty acid biosynthesis//Fatty acid degradation//Fatty acid metabolism//Peroxisome	3.76169130942042e-05	0	3.39120658675079e-05	3.39120658675081e-05	3.42545777327697e-05	3.39120658675079e-05	3.39120658675081e-05	3.42545777327697e-05	3.39120658675078e-05
y002195	fatty-acid--CoA ligase (tetradecanoate), ER membrane	YALI0D17864g	Fatty acid biosynthesis//Fatty acid degradation//Fatty acid metabolism//Peroxisome	2.50779420628028e-05	0	2.26080439116719e-05	2.26080439116721e-05	2.28363851551798e-05	2.26080439116719e-05	2.2608043911672e-05	2.28363851551798e-05	2.26080439116718e-05
y002196	fatty-acid--CoA ligase (hexadecanoate), ER membrane	YALI0D17864g	Fatty acid biosynthesis//Fatty acid degradation//Fatty acid metabolism//Peroxisome	-6.45329214515126e-05	0	-0.000121144561514196	-5.81771470031549e-05	-0.000122368121585489	-5.81771470031546e-05	-5.81771470031548e-05	-5.87647361878864e-05	-0.000121144561514195
y002197	fatty-acid--CoA ligase (hexadecenoate), ER membrane	YALI0D17864g	Fatty acid biosynthesis//Fatty acid degradation//Fatty acid metabolism//Peroxisome	0	0	0	0	0	0	0	0	0
y002198	fatty-acid--CoA ligase (octadecanoate), ER membrane	YALI0D17864g	Fatty acid biosynthesis//Fatty acid degradation//Fatty acid metabolism//Peroxisome	-1.5439756873847e-05	0	-1.39191126813467e-05	-1.3919112681388e-05	-1.405969571947e-05	0	-1.3919112681388e-05	0	0
y002199	fatty-acid--CoA ligase (octadecenoate), ER membrane	YALI0D17864g	Fatty acid biosynthesis//Fatty acid degradation//Fatty acid metabolism//Peroxisome	-0.000189320828334076	0	-0.000170674834069401	-0.000170674834069401	-0.000172398649893502	-0.000170674834069401	-0.000170674834069401	-0.000172398649893502	-0.000170674834069401
y002200	fatty-acid--CoA ligase (dodecanoate), lipid particle	YALI0D17864g	Fatty acid biosynthesis//Fatty acid degradation//Fatty acid metabolism//Peroxisome	0	3.79933013450115e-05	0	0	0	0	0	0	0
y002201	fatty-acid--CoA ligase (tetradecanoate), lipid particle	YALI0D17864g	Fatty acid biosynthesis//Fatty acid degradation//Fatty acid metabolism//Peroxisome	0	2.5328867563341e-05	0	0	0	0	0	0	0
y002202	fatty-acid--CoA ligase (hexadecanoate), lipid particle	YALI0D17864g	Fatty acid biosynthesis//Fatty acid degradation//Fatty acid metabolism//Peroxisome	-6.98465191912126e-05	-0.000135724017814204	0	-6.2967414511041e-05	0	-6.2967414511041e-05	-6.2967414511041e-05	-6.36033853976025e-05	0
y002203	fatty-acid--CoA ligase (hexadecenoate), lipid particle	YALI0D17864g	Fatty acid biosynthesis//Fatty acid degradation//Fatty acid metabolism//Peroxisome	0	0	0	0	0	0	0	0	0
y002204	fatty-acid--CoA ligase (octadecanoate), lipid particle	YALI0D17864g	Fatty acid biosynthesis//Fatty acid degradation//Fatty acid metabolism//Peroxisome	0	-1.5594244379703e-05	0	0	0	-1.39191126814022e-05	0	-1.405969571947e-05	-1.3919112681388e-05
y002205	fatty-acid--CoA ligase (octadecenoate), lipid particle	YALI0D17864g	Fatty acid biosynthesis//Fatty acid degradation//Fatty acid metabolism//Peroxisome	0	-0.000191215139418019	0	0	0	0	0	0	0
y002209	fatty-acid--CoA ligase (arachidate), cell envelope	YALI0D17864g	Fatty acid biosynthesis//Fatty acid degradation//Fatty acid metabolism//Peroxisome	0	0	0	0	0	0	0	0	0
y002210	fatty-acid--CoA ligase (behenate), cell envelope	YALI0D17864g	Fatty acid biosynthesis//Fatty acid degradation//Fatty acid metabolism//Peroxisome	0	0	0	0	0	0	0	0	0
y002211	fatty-acid--CoA ligase (lignoceric acid), cell envelope	YALI0D17864g	Fatty acid biosynthesis//Fatty acid degradation//Fatty acid metabolism//Peroxisome	0	0	0	0	0	0	0	0	0
y002212	fatty-acid--CoA ligase (cerotic acid), cell envelope	YALI0D17864g	Fatty acid biosynthesis//Fatty acid degradation//Fatty acid metabolism//Peroxisome	0	0	0	0	0	0	0	0	0
y002213	fatty-acid--CoA ligase (behenate), ER membrane	YALI0E16016g		0	0	0	0	0	0	0	0	0
y002214	fatty-acid--CoA ligase (lignoceric acid), ER membrane	YALI0E16016g		0	0	0	0	0	0	0	0	0
y002215	fatty-acid--CoA ligase (cerotic acid), ER membrane	YALI0E16016g		0	0	0	0	0	0	0	0	0
y002216	fatty-acid--CoA ligase (behenate), lipid particle	YALI0E16016g		0	0	0	0	0	0	0	0	0
y002217	fatty-acid--CoA ligase (lignoceric acid), lipid particle	YALI0E16016g		0	0	0	0	0	0	0	0	0
y002218	fatty-acid--CoA ligase (cerotic acid), lipid particle	YALI0E16016g		0	0	0	0	0	0	0	0	0
y002219	fatty acyl-CoA transport via ABC system (C12:0)	YALI0D04246g and YALI0A06655g	ABC transporters//Peroxisome	0	0	0	0	0	0	0	0	0
y002220	fatty acyl-CoA transport via ABC system (C14:0)	YALI0D04246g and YALI0A06655g	ABC transporters//Peroxisome	0	0	0	0	0	0	0	0	0
y002221	fatty acyl-CoA transport via ABC system (C16:0)	YALI0D04246g and YALI0A06655g	ABC transporters//Peroxisome	0	0	0	0	0	0	0	0	0
y002222	fatty acyl-CoA transport via ABC system (C16:1)	YALI0D04246g and YALI0A06655g	ABC transporters//Peroxisome	0	0	0	0	0	0	0	0	0
y002223	fatty acyl-CoA transport via ABC system (C18:0)	YALI0D04246g and YALI0A06655g	ABC transporters//Peroxisome	0	0	0	0	0	0	0	0	0
y002224	fatty acyl-CoA transport via ABC system (C18:1)	YALI0D04246g and YALI0A06655g	ABC transporters//Peroxisome	0	0	0	0	0	0	0	0	0
y002225	fatty acyl-CoA transport via ABC system (C20:0)	YALI0D04246g and YALI0A06655g	ABC transporters//Peroxisome	0	0	0	0	0	0	0	0	0
y002226	fatty acyl-CoA transport via ABC system (C22:0)	YALI0D04246g and YALI0A06655g	ABC transporters//Peroxisome	0	0	0	0	0	0	0	0	0
y002227	fatty acyl-CoA transport via ABC system (C24:0)	YALI0D04246g and YALI0A06655g	ABC transporters//Peroxisome	0	0	0	0	0	0	0	0	0
y002228	fatty acyl-CoA transport via ABC system (C26:0)	YALI0D04246g and YALI0A06655g	ABC transporters//Peroxisome	0	0	0	0	0	0	0	0	0
y002229	butyrate (n-C4:0) transport, cytoplasm-peroxisome			0	0	0	0	0	0	0	0	0
y002230	hexanoate (n-C6:0) transport, cytoplasm-peroxisome			0	0	0	0	0	0	0	0	0
y002231	octadecenoate (n-C18:1) transport, cytoplasm-peroxisome			0	0	0	0	0	0	0	0	0
y002232	peroxisomal acyl-CoA thioesterase (4:0)	YALI0F14729g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation	0	0	0	0	0	0	0	0	0
y002233	peroxisomal acyl-CoA thioesterase (6:0)	YALI0F14729g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation	0	0	0	0	0	0	0	0	0
y002234	peroxisomal acyl-CoA thioesterase (16:1)	YALI0F14729g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation	0	0	0	0	0	0	0	0	0
y002235	peroxisomal acyl-CoA thioesterase (18:1)	YALI0F14729g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid elongation	0	0	0	0	0	0	0	0	0
y002236	acyl-CoA oxidase (butanoyl-CoA)	YALI0D24750g or YALI0D27654g or YALI0C23859g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid degradation//Fatty acid metabolism//Peroxisome	0	0	0	0	0	0	0	0	0
y002237	acyl-CoA oxidase (hexanoyl-CoA)	YALI0D24750g or YALI0D27654g or YALI0C23859g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid degradation//Fatty acid metabolism//Peroxisome	0	0	0	0	0	0	0	0	0
y002238	acyl-CoA oxidase (octanoyl-CoA)	YALI0D24750g or YALI0D27654g or YALI0C23859g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid degradation//Fatty acid metabolism//Peroxisome	0	0	0	0	0	0	0	0	0
y002239	acyl-CoA oxidase (icosanoyl-CoA)	YALI0E32835g or YALI0E06567g or YALI0D24750g or YALI0C23859g or YALI0E27654g or YALI0F10857g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid degradation//Fatty acid metabolism//Peroxisome	0	0	0	0	0	0	0	0	0
y002240	acyl-CoA oxidase (docosanoyl-CoA)	YALI0E32835g or YALI0E06567g or YALI0D24750g or YALI0C23859g or YALI0E27654g or YALI0F10857g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid degradation//Fatty acid metabolism//Peroxisome	0	0	0	0	0	0	0	0	0
y002241	acyl-CoA oxidase (tetracosanoyl-CoA)	YALI0E32835g or YALI0E06567g or YALI0D24750g or YALI0C23859g or YALI0E27654g or YALI0F10857g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid degradation//Fatty acid metabolism//Peroxisome	0	0	0	0	0	0	0	0	0
y002242	acyl-CoA oxidase (palmitoleoyl-CoA)	YALI0E32835g or YALI0E06567g or YALI0D24750g or YALI0C23859g or YALI0E27654g or YALI0F10857g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid degradation//Fatty acid metabolism//Peroxisome	0	0	0	0	0	0	0	0	0
y002243	acyl-CoA oxidase (cis-tetradec-7-enoyl-CoA)	YALI0E32835g or YALI0E06567g or YALI0D24750g or YALI0C23859g or YALI0E27654g or YALI0F10857g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid degradation//Fatty acid metabolism//Peroxisome	0	0	0	0	0	0	0	0	0
y002244	acyl-CoA oxidase (cis-dodec-5-enoyl-CoA)	YALI0E32835g or YALI0E06567g or YALI0D24750g or YALI0C23859g or YALI0E27654g or YALI0F10857g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid degradation//Fatty acid metabolism//Peroxisome	0	0	0	0	0	0	0	0	0
y002245	acyl-CoA oxidase (oleoyl-CoA)	YALI0E32835g or YALI0E06567g or YALI0D24750g or YALI0C23859g or YALI0E27654g or YALI0F10857g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid degradation//Fatty acid metabolism//Peroxisome	0	0	0	0	0	0	0	0	0
y002246	acyl-CoA oxidase (cis-hexadec-7-enoyl-CoA)	YALI0E32835g or YALI0E06567g or YALI0D24750g or YALI0C23859g or YALI0E27654g or YALI0F10857g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid degradation//Fatty acid metabolism//Peroxisome	0	0	0	0	0	0	0	0	0
y002247	acyl-CoA oxidase (cis-tetradec-5-enoyl-CoA)	YALI0E32835g or YALI0E06567g or YALI0D24750g or YALI0C23859g or YALI0E27654g or YALI0F10857g	Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid degradation//Fatty acid metabolism//Peroxisome	0	0	0	0	0	0	0	0	0
y002248	2-enoyl-CoA hydratase (3-hydroxydecanoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002249	2-enoyl-CoA hydratase (3-hydroxydodecanoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002250	2-enoyl-CoA hydratase (3-hydroxytetradecanoyl-CoA)	YALI0E15378g		3.87197528709076e-05	3.9107175943563e-05	3.49062882018927e-05	3.49062882018929e-05	3.52588417127318e-05	3.49062882018927e-05	3.49062882018929e-05	3.52588417127318e-05	3.49062882018926e-05
y002251	2-enoyl-CoA hydratase (3-hydroxyhexadecanoyl-CoA)	YALI0E15378g		6.45329214515126e-05	6.5178626572605e-05	5.81771470031546e-05	5.81771470031549e-05	5.87647361878864e-05	5.81771470031546e-05	5.81771470031548e-05	5.87647361878864e-05	5.81771470031544e-05
y002252	2-enoyl-CoA hydratase (3-hydroxyoctadecanoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002253	2-enoyl-CoA hydratase (3-hydroxyhexacosanoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002254	2-enoyl-CoA hydratase (3-hydroxybutanoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002255	2-enoyl-CoA hydratase (3-hydroxyhexanoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002256	2-enoyl-CoA hydratase (3-hydroxyoctanoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002257	2-enoyl-CoA hydratase (3-hydroxyicosanoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002258	2-enoyl-CoA hydratase (3-hydroxydocosanoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002259	2-enoyl-CoA hydratase (3-hydroxytetracosanoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002260	2-enoyl-CoA hydratase (3-hydroxy-cis-hexadec-9-enoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002261	2-enoyl-CoA hydratase (3-hydroxy-cis-tetradec-7-enoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002262	2-enoyl-CoA hydratase (3-hydroxy-cis-dodec-5-enoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002263	2-enoyl-CoA hydratase (3-hydroxy-cis-octadec-9-enoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002264	2-enoyl-CoA hydratase (3-hydroxy-cis-hexadec-7-enoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002265	2-enoyl-CoA hydratase (3-hydroxy-cis-tetradec-5-enoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002266	3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002267	3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002268	3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA)	YALI0E15378g		6.45329214515126e-05	6.5178626572605e-05	5.81771470031546e-05	5.81771470031549e-05	5.87647361878864e-05	5.81771470031546e-05	5.81771470031548e-05	5.87647361878864e-05	5.81771470031544e-05
y002269	3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002270	3-hydroxyacyl-CoA dehydrogenase (3-oxohexacosanoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002271	3-hydroxyacyl-CoA dehydrogenase (3-oxobutanoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002272	3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002273	3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002274	3-hydroxyacyl-CoA dehydrogenase (3-oxoicosanoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002275	3-hydroxyacyl-CoA dehydrogenase (3-oxodocosanoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002276	3-hydroxyacyl-CoA dehydrogenase (3-oxotetracosanoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002277	3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-hexadec-9-enoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002278	3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-tetradec-7-enoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002279	3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-dodec-5-enoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002280	3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-octadec-9-enoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002281	3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-hexadec-7-enoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002282	3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-tetradec-5-enoyl-CoA)	YALI0E15378g		0	0	0	0	0	0	0	0	0
y002283	acetyl-CoA C-acyltransferase (acetyl-CoA)	YALI0E18568g	Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid degradation//Fatty acid metabolism//Peroxisome//Valine, leucine and isoleucine degradation	0	0	0	0	0	0	0	0	0
y002284	acetyl-CoA C-acyltransferase (butanoyl-CoA)	YALI0E18568g	Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid degradation//Fatty acid metabolism//Peroxisome//Valine, leucine and isoleucine degradation	0	0	0	0	0	0	0	0	0
y002285	acetyl-CoA C-acyltransferase (hexanoyl-CoA)	YALI0E18568g	Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Biosynthesis of unsaturated fatty acids//Fatty acid degradation//Fatty acid metabolism//Peroxisome//Valine, leucine and isoleucine degradation	0	0	0	0	0	0	0	0	0
