enzymes	genes	enzNames	subSystems	Std_ecP	HiT_ecP	LpH_ecP	OG
Q6C8C6	YALI0D20768g	YALI0_D20768g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Fatty acid degradation	0.0864521999998853	0.111143175634781	0.160696204825882	OG0002769
Q6C7Y2	YALI0D24409g	YALI0_D24409g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // One carbon pool by folate // Purine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // One carbon pool by folate // Purine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // One carbon pool by folate // Purine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // One carbon pool by folate // Purine metabolism	0.0664094599468884	0.0785870151794488	0.0724128387771406	OG0002013
Q6C5F0	YALI0E18634g	YALI0_E18634g	Carbon metabolism // Pyruvate metabolism // Carbon metabolism // Pyruvate metabolism	Inf	0.075401405148414	0.0288263426932366	OG0002823
Q6C231	YALI0F11297g	YALI0_F11297g	Biosynthesis of antibiotics // Steroid biosynthesis // Biosynthesis of antibiotics // Steroid biosynthesis // Biosynthesis of antibiotics // Steroid biosynthesis // Biosynthesis of antibiotics // Steroid biosynthesis	Inf	Inf	0.99	OG0002483
Q6C5X0	YALI0E14443g	YALI0_E14443g	Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism	0.0300143826614795	0.168317401661819	Inf	OG0002861
Q6CBV3	YALI0C15224g	YALI0_C15224g	Aminoacyl-tRNA biosynthesis	0	0	0	OG0001642
Q6C0N3	YALI0F23221g	YALI0_F23221g	Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Glycine, serine and threonine metabolism // Vitamin B6 metabolism // Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Glycine, serine and threonine metabolism // Vitamin B6 metabolism	0.000161030464778983	0.000286271494343737	0.000187922327592613	OG0001813
Q6CG29	YALI0B01364g	YALI0_B01364g	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Valine, leucine and isoleucine biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Valine, leucine and isoleucine biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Valine, leucine and isoleucine biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Valine, leucine and isoleucine biosynthesis	0.144169908854103	0.212187064809432	0.204613458329717	OG0002409
Q6C0B7	YALI0F26125g	YALI0_F26125g	Purine metabolism	Inf	Inf	Inf	OG0003189
Q6CCU5	YALI0C06446g	YALI0_C06446g	Pyruvate metabolism // Sulfur metabolism // Pyruvate metabolism // Sulfur metabolism	0	0	Inf	OG0002728
Q6C8R8	YALI0D17534g	YALI0_D17534g	  // Glycerolipid metabolism	Inf	Inf	Inf	OG0000760
