enzymes	shortNames	genes	MWs	subSystems	OG
W0TDS0	KLMA_50297	KLMA_50297	63.26654	Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism	OG0002491
W0TDS2	KLMA_40245	KLMA_40245	170.86954	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	NA
W0TDT2	KLMA_60219	KLMA_60219	54.80433	Glycolysis / Gluconeogenesis // Purine metabolism // Purine metabolism	NA
W0TDU0	KLMA_50317	KLMA_50317	24.45647	Purine metabolism // Purine metabolism	OG0002504
W0TDV7	KLMA_60506	KLMA_60506	39.06708	Terpenoid backbone biosynthesis // Terpenoid backbone biosynthesis	OG0002717
W0TDV8	KLMA_50609	KLMA_50609	63.11168	N-Glycan biosynthesis // N-Glycan biosynthesis // N-Glycan biosynthesis // N-Glycan biosynthesis // N-Glycan biosynthesis // N-Glycan biosynthesis // N-Glycan biosynthesis // N-Glycan biosynthesis	OG0002675
W0TDW1	KLMA_50347	KLMA_50347	80.65898	Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	OG0002519
W0TDW6	KLMA_50619	KLMA_50619	46.27908	Drug metabolism - cytochrome P450	OG0002684
W0TDX2	KLMA_50362	KLMA_50362	48.31322	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NA
W0TDX5	KLMA_60279	KLMA_60279	39.27062	Sulfur metabolism // Other reactions	OG0002857
W0TDX8	KLMA_60284	KLMA_60284	124.12526	Purine metabolism	NA
W0TDY2	KLMA_60541	KLMA_60541	115.20596	Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Lysine degradation	OG0002699
W0TDY6	KLMA_60294	KLMA_60294	20.25643	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	NA
W0TE02	KLMA_40290	KLMA_40290	34.13948	Other reactions // Other reactions // Other reactions // Other reactions	NA
W0TE06	KLMA_70014	KLMA_70014	93.14776	Purine metabolism	OG0003257
W0TE11	KLMA_50412	KLMA_50412	27.64629	Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism	NA
W0TE16	KLMA_40310	KLMA_40310	37.74232	Pentose and glucuronate interconversions // Other reactions // Other reactions	OG0002144
W0TE22	KLMA_70034	KLMA_70034	28.97239	Fructose and mannose metabolism // Fructose and mannose metabolism	OG0003269
W0TE45	KLMA_60032	KLMA_60032	33.10663	Cyanoamino acid metabolism	OG0003008
W0TE50	KLMA_60037	KLMA_60037	247.24352	Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Alanine, aspartate and glutamate metabolism // Other reactions // Other reactions // Pyrimidine metabolism // Other reactions // Other reactions	OG0003004
W0TE54	KLMA_50452	KLMA_50452	45.4365	Cysteine and methionine metabolism // Cysteine and methionine metabolism	NA
W0TE67	KLMA_40365	KLMA_40365	33.24605	Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism	OG0002176
W0TE72	KLMA_50467	KLMA_50467	25.75787	Riboflavin metabolism	OG0002592
W0TE79	KLMA_60067	KLMA_60067	72.13883	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis // Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	OG0002983
W0TE83	KLMA_50477	KLMA_50477	29.02273	Histidine metabolism // Histidine metabolism	NA
W0TE86	KLMA_70104	KLMA_70104	81.59678	Other reactions // Other reactions	NA
W0TE88	KLMA_60077	KLMA_60077	11.20787	Pyrimidine metabolism	NA
W0TE93	KLMA_60082	KLMA_60082	22.83618	Cysteine and methionine metabolism // Cysteine and methionine metabolism	NA
W0TEA1	KLMA_50492	KLMA_50492	61.84823	Glycerophospholipid metabolism // Glycerophospholipid metabolism	OG0002608
W0TEB9	KLMA_60419	KLMA_60419	58.62592	N-Glycan biosynthesis // N-Glycan biosynthesis	OG0002770
W0TED6	KLMA_60434	KLMA_60434	29.98962	Arginine and proline metabolism // Arginine and proline metabolism // Arginine and proline metabolism // Arginine and proline metabolism	OG0002758
W0TED9	KLMA_70159	KLMA_70159	52.63046	Fructose and mannose metabolism	NA
W0TEE1	KLMA_40445	KLMA_40445	117.38347	Terpenoid backbone biosynthesis	NA
W0TEE2	KLMA_60439	KLMA_60439	96.78517	Other reactions // Other reactions	NA
W0TEG0	KLMA_70179	KLMA_70179	61.62031	Glyoxylate and dicarboxylate metabolism // Propanoate metabolism // Propanoate metabolism	NA
W0TEG4	KLMA_40470	KLMA_40470	48.11142	Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Glutathione metabolism // Glutathione metabolism	NA
W0TEG5	KLMA_70184	KLMA_70184	46.30329	Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis	OG0003361
W0TEG9	KLMA_60167	KLMA_60167	36.08887	Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle)	OG0002920
W0TEH1	KLMA_60464	KLMA_60464	51.56109	Purine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Drug metabolism - other enzymes // Drug metabolism - other enzymes	OG0002739
W0TEH6	KLMA_60469	KLMA_60469	250.04915	Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Tetracycline biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis	OG0002737
W0TEI0	KLMA_70199	KLMA_70199	60.57348	N-Glycan biosynthesis // N-Glycan biosynthesis // N-Glycan biosynthesis // N-Glycan biosynthesis	OG0003371
W0TEI6	KLMA_60187	KLMA_60187	70.81578	Transport reactions (diffusion) // Transport reactions (diffusion)	NA
W0TEJ1	KLMA_60192	KLMA_60192	98.99967	Oxidative phosphorylation	NA
W0TEK0	KLMA_70219	KLMA_70219	207.51622	Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis	OG0003387
W0TEK8	KLMA_50592	KLMA_50592	66.11513	Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion)	NA
W0TEL3	KLMA_50597	KLMA_50597	4.18393	Oxidative phosphorylation // Other reactions // Other reactions	NA
W0TEL7	KLMA_60222	KLMA_60222	49.26062	Thiamine metabolism // Thiamine metabolism	NA
W0TEM2	KLMA_60227	KLMA_60227	123.93209	Inositol phosphate metabolism	NA
W0TEM5	KLMA_70249	KLMA_70249	33.55511	Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Pyrimidine metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism // Purine metabolism // Purine metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	OG0003407
W0TEP4	KLMA_60252	KLMA_60252	113.4008	Lysine degradation // Lysine degradation // Lysine degradation // Lysine degradation // Lysine degradation	NA
W0TEP9	KLMA_60514	KLMA_60514	75.81146	Biotin metabolism	OG0002711
W0TER0	KLMA_60529	KLMA_60529	49.21697	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis	OG0002703
W0TER8	KLMA_60282	KLMA_60282	67.47514	Riboflavin metabolism // Riboflavin metabolism	OG0002855
W0TEU3	KLMA_70017	KLMA_70017	125.19216	Valine, leucine and isoleucine biosynthesis	OG0003260
W0TEV0	KLMA_60317	KLMA_60317	56.07938	Pentose and glucuronate interconversions	OG0002837
W0TEW3	KLMA_60327	KLMA_60327	76.85963	Arginine and proline metabolism // Histidine metabolism	NA
W0TEW4	KLMA_60040	KLMA_60040	48.59971	Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion)	OG0003002
W0TEW5	KLMA_70339	KLMA_70339	54.15107	Aminoacyl-tRNA biosynthesis	OG0003460
W0TEX6	KLMA_70349	KLMA_70349	36.1025	Riboflavin metabolism	OG0003468
W0TEY0	KLMA_60055	KLMA_60055	60.70274	N-Glycan biosynthesis // N-Glycan biosynthesis // Transport reactions (facilitated diffusion) // N-Glycan biosynthesis // N-Glycan biosynthesis // Transport reactions (facilitated diffusion)	NA
W0TEY1	KLMA_50020	KLMA_50020	72.96055	Other reactions // Other reactions	NA
W0TEZ1	KLMA_60070	KLMA_60070	82.59632	Other reactions // Other reactions	OG0002981
W0TEZ4	KLMA_60075	KLMA_60075	61.90012	Glycolysis / Gluconeogenesis	NA
W0TEZ5	KLMA_60357	KLMA_60357	45.84523	Other reactions	OG0002806
W0TEZ8	KLMA_70077	KLMA_70077	99.98559	Valine, leucine and isoleucine biosynthesis	OG0003295
W0TF02	KLMA_70082	KLMA_70082	39.34405	Fructose and mannose metabolism	NA
W0TF09	KLMA_60090	KLMA_60090	49.63365	Glycerophospholipid metabolism	OG0002969
W0TF11	KLMA_50050	KLMA_50050	54.73802	Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism	NA
W0TF20	KLMA_70102	KLMA_70102	74.08678	Inositol phosphate metabolism // Inositol phosphate metabolism // Nicotinate and nicotinamide metabolism // Other reactions // Other reactions	OG0003308
W0TF23	KLMA_60382	KLMA_60382	21.00462	Pentose phosphate pathway	OG0002791
W0TF38	KLMA_60125	KLMA_60125	53.7399	Alanine, aspartate and glutamate metabolism // Alanine, aspartate and glutamate metabolism // Alanine, aspartate and glutamate metabolism // Alanine, aspartate and glutamate metabolism	OG0002950
W0TF41	KLMA_70404	KLMA_70404	36.90512	Riboflavin metabolism	OG0003501
W0TF43	KLMA_70127	KLMA_70127	57.64711	Aminoacyl-tRNA biosynthesis // Aminoacyl-tRNA biosynthesis	OG0003323
W0TF44	KLMA_60130	KLMA_60130	23.90998	Phenylalanine, tyrosine and tryptophan biosynthesis // Phenylalanine, tyrosine and tryptophan biosynthesis	OG0002945
W0TF55	KLMA_60412	KLMA_60412	53.76707	Glycolysis / Gluconeogenesis // Fructose and mannose metabolism // Fructose and mannose metabolism // Starch and sucrose metabolism // Amino sugar and nucleotide sugar metabolism // Other reactions	NA
W0TF59	KLMA_50095	KLMA_50095	45.72686	Lipoic acid metabolism // Lipoic acid metabolism	OG0002374
W0TF60	KLMA_60417	KLMA_60417	61.31362	Steroid biosynthesis	OG0002771
W0TF68	KLMA_70429	KLMA_70429	64.12162	Propanoate metabolism // Propanoate metabolism	NA
W0TF72	KLMA_60427	KLMA_60427	43.31373	Purine metabolism	OG0002765
W0TF75	KLMA_70162	KLMA_70162	35.74822	Phenylalanine, tyrosine and tryptophan biosynthesis // Phenylalanine, tyrosine and tryptophan biosynthesis	OG0003347
W0TF85	KLMA_60442	KLMA_60442	57.52755	Lysine degradation // Lysine degradation // Lysine degradation // Lysine degradation // Lysine degradation	OG0002753
W0TF87	KLMA_60180	KLMA_60180	67.40348	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NA
W0TF96	KLMA_60452	KLMA_60452	38.49229	Glycolysis / Gluconeogenesis // Carbon fixation in photosynthetic organisms // Methane metabolism	OG0002746
W0TFA2	KLMA_60462	KLMA_60462	38.64026	Pyruvate metabolism // Pyruvate metabolism	OG0002741
W0TFA3	KLMA_70202	KLMA_70202	20.15871	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	OG0003373
W0TFA8	KLMA_70444	KLMA_70444	52.69578	Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Propanoate metabolism // Propanoate metabolism	OG0003526
W0TFC1	KLMA_60482	KLMA_60482	60.93664	Pyruvate metabolism	OG0002728
W0TFD7	KLMA_80021	KLMA_80021	86.09501	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	NA
W0TFE1	KLMA_80026	KLMA_80026	59.57481	Amino sugar and nucleotide sugar metabolism // Amino sugar and nucleotide sugar metabolism	OG0003028
W0TFE9	KLMA_60260	KLMA_60260	50.11105	Inositol phosphate metabolism // Inositol phosphate metabolism	OG0002869
W0TFF3	KLMA_70262	KLMA_70262	35.00993	Amino sugar and nucleotide sugar metabolism // Amino sugar and nucleotide sugar metabolism	NA
W0TFF9	KLMA_80051	KLMA_80051	68.98261	Glycolysis / Gluconeogenesis // Pentose phosphate pathway // Streptomycin biosynthesis // Pentose phosphate pathway // Streptomycin biosynthesis	OG0003041
W0TFG2	KLMA_60275	KLMA_60275	50.84897	Glycerophospholipid metabolism // Glycerophospholipid metabolism	OG0002861
W0TFG9	KLMA_80061	KLMA_80061	56.54659	Purine metabolism	NA
W0TFH3	KLMA_80066	KLMA_80066	66.92467	Pentose and glucuronate interconversions	OG0003047
W0TFH8	KLMA_60507	KLMA_60507	89.38631	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NA
W0TFH9	KLMA_50195	KLMA_50195	27.24102	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	NA
W0TFJ7	KLMA_70307	KLMA_70307	43.1001	Oxidative phosphorylation	NA
W0TFK2	KLMA_80101	KLMA_80101	63.4245	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NA
W0TFK4	KLMA_60527	KLMA_60527	60.01824	Aminoacyl-tRNA biosynthesis	OG0002705
W0TFK5	KLMA_60320	KLMA_60320	35.10243	Pentose phosphate pathway	NA
W0TFM2	KLMA_60335	KLMA_60335	71.42318	Pyruvate metabolism // Pyruvate metabolism // Pyruvate metabolism	OG0002823
W0TFN3	KLMA_50250	KLMA_50250	105.85943	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis // Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	NA
W0TFP1	KLMA_50260	KLMA_50260	38.81019	Other reactions // Other reactions	NA
W0TFP9	KLMA_80151	KLMA_80151	65.56405	N-Glycan biosynthesis // N-Glycan biosynthesis // N-Glycan biosynthesis // N-Glycan biosynthesis	NA
W0TFQ0	KLMA_50270	KLMA_50270	23.28425	Riboflavin metabolism // Riboflavin metabolism // Riboflavin metabolism	OG0002477
W0TFR6	KLMA_50290	KLMA_50290	162.21103	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	OG0002486
W0TFS0	KLMA_50295	KLMA_50295	184.48344	Purine metabolism	NA
W0TFS2	KLMA_70045	KLMA_70045	69.61604	Transport reactions (diffusion) // Transport reactions (diffusion)	NA
W0TFS5	KLMA_70050	KLMA_70050	55.80252	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NA
W0TFS9	KLMA_70377	KLMA_70377	60.07124	Folate biosynthesis // Aminobenzoate degradation // Aminobenzoate degradation // Other reactions	OG0003483
W0TFU0	KLMA_50315	KLMA_50315	40.54971	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis // Methane metabolism // Methane metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Tyrosine metabolism // Phenylalanine metabolism // Retinol metabolism // Other reactions // Other reactions // Other reactions // Other reactions // Other reactions // Other reactions // Other reactions // Methane metabolism // Methane metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Tyrosine metabolism // Retinol metabolism // Other reactions	OG0002502
W0TFW1	KLMA_60415	KLMA_60415	62.80777	Glycerolipid metabolism // Glycerolipid metabolism // Other reactions	NA
W0TFW6	KLMA_60420	KLMA_60420	52.8952	Glycolysis / Gluconeogenesis // Nitrogen metabolism // Nitrogen metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycolysis / Gluconeogenesis	OG0002769
W0TFW7	KLMA_80221	KLMA_80221	29.84098	Pentose phosphate pathway // Pentose phosphate pathway	NA
W0TFY3	KLMA_50360	KLMA_50360	62.44985	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NA
W0TFZ8	KLMA_60445	KLMA_60445	51.19127	Synthesis and degradation of ketone bodies	NA
W0TG06	KLMA_70145	KLMA_70145	76.56292	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NA
W0TG07	KLMA_60455	KLMA_60455	73.11961	Glycerolipid metabolism // Glycerolipid metabolism // Glycerolipid metabolism	OG0002744
W0TG08	KLMA_50390	KLMA_50390	49.14166	Other reactions // Other reactions	OG0002547
W0TG18	KLMA_80276	KLMA_80276	50.01585	Steroid biosynthesis	OG0003180
W0TG25	KLMA_70170	KLMA_70170	99.31904	Pyrimidine metabolism	NA
W0TG27	KLMA_70175	KLMA_70175	93.73654	Arginine and proline metabolism // Arginine and proline metabolism	OG0003357
W0TG34	KLMA_80296	KLMA_80296	25.13263	Purine metabolism	OG0003189
W0TG35	KLMA_70185	KLMA_70185	27.58792	Steroid hormone biosynthesis // Steroid hormone biosynthesis	OG0003362
W0TG40	KLMA_80301	KLMA_80301	18.1813	Riboflavin metabolism // Other reactions	OG0003194
W0TG45	KLMA_80306	KLMA_80306	37.06609	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Tyrosine metabolism // Phenylalanine metabolism // Retinol metabolism // Other reactions // Other reactions // Other reactions // Other reactions // Other reactions // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Tyrosine metabolism // Retinol metabolism // Other reactions	NA
W0TG72	KLMA_80336	KLMA_80336	62.85773	Aminoacyl-tRNA biosynthesis	OG0003210
W0TG93	KLMA_80059	KLMA_80059	35.52327	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis	NA
W0TG97	KLMA_80361	KLMA_80361	35.26809	Pentose phosphate pathway	NA
W0TG99	KLMA_60515	KLMA_60515	32.79832	Glycerophospholipid metabolism // Glycerophospholipid metabolism	OG0002710
W0TGA3	KLMA_60520	KLMA_60520	80.94837	Other reactions // Other reactions	NA
W0TGD1	KLMA_80099	KLMA_80099	40.61055	Phenylalanine, tyrosine and tryptophan biosynthesis	OG0003064
W0TGD9	KLMA_70003	KLMA_70003	57.60243	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NA
W0TGE2	KLMA_70295	KLMA_70295	5.68945	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	NA
W0TGE6	KLMA_80406	KLMA_80406	43.03127	Glycine, serine and threonine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Selenocompound metabolism // Other reactions // Cysteine and methionine metabolism // Other reactions	OG0003249
W0TGF8	KLMA_50550	KLMA_50550	17.7005	Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle)	NA
W0TGG7	KLMA_80139	KLMA_80139	39.03223	Citrate cycle (TCA cycle)	OG0003097
W0TGH6	KLMA_80149	KLMA_80149	74.32322	Arachidonic acid metabolism // Arachidonic acid metabolism // Arachidonic acid metabolism // Arachidonic acid metabolism	NA
W0TGH7	KLMA_50565	KLMA_50565	16.01309	Pyrimidine metabolism // Pyrimidine metabolism	OG0002647
W0TGI5	KLMA_80159	KLMA_80159	16.6389	Oxidative phosphorylation	NA
W0TGI7	KLMA_50575	KLMA_50575	99.02333	Inositol phosphate metabolism	OG0002656
W0TGM3	KLMA_70370	KLMA_70370	31.94728	Inositol phosphate metabolism	NA
W0TGM4	KLMA_50610	KLMA_50610	48.73303	Purine metabolism	NA
W0TGM5	KLMA_80204	KLMA_80204	38.28721	Other reactions // Other reactions	OG0003139
W0TGN5	KLMA_50625	KLMA_50625	62.49259	Transport reactions (diffusion) // Transport reactions (diffusion)	NA
W0TGN7	KLMA_70385	KLMA_70385	34.69336	beta-Alanine metabolism	OG0003486
W0TGP2	KLMA_70123	KLMA_70123	41.4391	Alanine, aspartate and glutamate metabolism	NA
W0TGP4	KLMA_80229	KLMA_80229	13.83321	Other reactions // Other reactions	OG0003154
W0TGU3	KLMA_70193	KLMA_70193	84.63354	Folate biosynthesis	OG0003365
W0TGV0	KLMA_80299	KLMA_80299	153.32291	Lysine biosynthesis // Lysine biosynthesis // Lysine biosynthesis // Lysine degradation // Lysine degradation // Lysine biosynthesis // Lysine degradation // Lysine degradation	OG0003193
W0TGW9	KLMA_70223	KLMA_70223	35.2686	N-Glycan biosynthesis // N-Glycan biosynthesis	OG0003389
W0TGX8	KLMA_70455	KLMA_70455	29.75971	Transport reactions (diffusion) // Transport reactions (diffusion)	NA
W0TGY4	KLMA_80334	KLMA_80334	16.81888	Pyrimidine metabolism	OG0003208
W0TGZ0	KLMA_60078	KLMA_60078	33.59729	Glycine, serine and threonine metabolism	OG0002976
W0TGZ5	KLMA_80344	KLMA_80344	56.8815	Phenylalanine, tyrosine and tryptophan biosynthesis // Phenylalanine, tyrosine and tryptophan biosynthesis	OG0003214
W0TH02	KLMA_80017	KLMA_80017	129.72128	Inositol phosphate metabolism // Inositol phosphate metabolism	NA
W0TH19	KLMA_80037	KLMA_80037	66.07481	N-Glycan biosynthesis // N-Glycan biosynthesis	OG0003035
W0TH20	KLMA_80369	KLMA_80369	123.34857	Valine, leucine and isoleucine biosynthesis	OG0003227
