enzymes	shortNames	genes	MWs	subSystems	OG
Q6CBV3	YALI0_C15224g	YALI0C15224g	43.49774	Aminoacyl-tRNA biosynthesis	OG0001642
Q6CBY1	YALI0_C14520g	YALI0C14520g	35.37278	Glycerolipid metabolism	OG0002443
Q6CBY8	YALI0_C14344g	YALI0C14344g	40.48873	Carbon metabolism // Glyoxylate and dicarboxylate metabolism	NA
Q6CBZ7	YALI0_C14036g	YALI0C14036g	42.77492	Glycerophospholipid metabolism // Glycerophospholipid metabolism	OG0003427
Q6CC16	YALI0_C13508g	YALI0C13508g	34.98015	Pentose and glucuronate interconversions // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Pentose and glucuronate interconversions //   // Glycerolipid metabolism	NA
Q6CC22	YALI0_C13354g	YALI0C13354g	22.76453	Pyrimidine metabolism	OG0002450
Q6CC28	YALI0_C13090g	YALI0C13090g	62.57612	Amino sugar and nucleotide sugar metabolism // Galactose metabolism	NA
Q6CC38	YALI0_C12771g	YALI0C12771g	21.26613	Folate biosynthesis // One carbon pool by folate // Folate biosynthesis // One carbon pool by folate // One carbon pool by folate // One carbon pool by folate	OG0001493
Q6CC39	PUS1	YALI0C12749g	60.0502	  //  	NA
Q6CC60	YALI0_C12210g	YALI0C12210g	9.10463	Oxidative phosphorylation // Sulfur metabolism	NA
Q6CC71	YALI0_C11880g	YALI0C11880g	27.2032	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Pentose and glucuronate interconversions // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Pentose and glucuronate interconversions // Pentose phosphate pathway	NA
Q6CC91	YALI0_C11407g	YALI0C11407g	251.11282	Biosynthesis of secondary metabolites // Fatty acid biosynthesis // Fatty acid metabolism // Propanoate metabolism // Pyruvate metabolism // Biosynthesis of secondary metabolites // Biotin metabolism // Fatty acid biosynthesis // Fatty acid metabolism // Propanoate metabolism // Pyruvate metabolism	OG0002737
Q6CC93	YALI0_C11363g	YALI0C11363g	71.98574	Glutathione metabolism // Taurine and hypotaurine metabolism // Glutathione metabolism // Glutathione metabolism	OG0000917
Q6CCB3	YALI0_C10901g	YALI0C10901g	33.70905	One carbon pool by folate // Pyrimidine metabolism	OG0000813
Q6CCB9	YALI0_C10780g	YALI0C10780g	108.60798	Aminoacyl-tRNA biosynthesis	OG0002786
Q6CCG2	YALI0_C09636g	YALI0C09636g	31.85139	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Butanoate metabolism // C5-Branched dibasic acid metabolism // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Butanoate metabolism // C5-Branched dibasic acid metabolism // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis	OG0001597
Q6CCI5	YALI0_C09119g	YALI0C09119g	34.36748	Pentose and glucuronate interconversions // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Pentose and glucuronate interconversions //   // Glycerolipid metabolism	NA
Q6CCJ7	YALI0_C08811g	YALI0C08811g	32.8318	Lysine degradation	NA
Q6CCN0	YALI0_C08074g	YALI0C08074g	40.48276	Carbon metabolism // Glyoxylate and dicarboxylate metabolism	NA
Q6CCQ8	YALI0_C07414g	YALI0C07414g	29.33511	Glycine, serine and threonine metabolism // Pyrimidine metabolism // Glycine, serine and threonine metabolism // Pyrimidine metabolism // Glycine, serine and threonine metabolism // Pyrimidine metabolism	OG0002490
Q6CCR8	YALI0_C07128g	YALI0C07128g	60.17751	Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Histidine metabolism	OG0001277
Q6CCS2	YALI0_C06996g	YALI0C06996g	38.22801	Pantothenate and CoA biosynthesis	OG0003076
Q6CCS4	YALI0_C06952g	YALI0C06952g	38.43652	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	NA
Q6CCT2	YALI0_C06776g	YALI0C06776g	52.92419	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Pyruvate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Pyruvate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Pyruvate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Pyruvate metabolism	OG0003029
Q6CCU3	MPG1	YALI0C06490g	39.76646	Amino sugar and nucleotide sugar metabolism // Biosynthesis of secondary metabolites // Fructose and mannose metabolism	NA
Q6CCU5	YALI0_C06446g	YALI0C06446g	59.80177	Pyruvate metabolism // Sulfur metabolism // Pyruvate metabolism // Sulfur metabolism	OG0002728
Q6CCU7	GPD	YALI0C06369g	35.81841	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Gluconeogenesis // Glycolysis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Gluconeogenesis // Glycolysis	NA
Q6CCV0	YALI0_C06303g	YALI0C06303g	40.51153	Glycerophospholipid metabolism // Phosphonate and phosphinate metabolism	OG0001995
Q6CCV1	YALI0_C06281g	YALI0C06281g	54.85213	Pantothenate and CoA biosynthesis	NA
Q6CCW0	HEM1	YALI0C06083g	61.23657	Biosynthesis of secondary metabolites // Glycine, serine and threonine metabolism // Porphyrin and chlorophyll metabolism	NA
Q6CCW6	YALI0_C05951g	YALI0C05951g	54.88593	Biosynthesis of unsaturated fatty acids // Fatty acid metabolism // Biosynthesis of unsaturated fatty acids // Fatty acid metabolism // Fatty acid elongation	OG0000911
Q6CCY8	YALI0_C05467g	YALI0C05467g	11.42701	Glutathione metabolism // Glutathione metabolism	NA
Q6CCZ6	YALI0_C05258g	YALI0C05258g	59.2196	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tyrosine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tyrosine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tyrosine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tyrosine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tyrosine metabolism	OG0002767
Q6CD21	YALI0_C04433g	YALI0C04433g	46.69706	Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites	OG0002422
Q6CD33	YALI0_C04180g	YALI0C04180g	107.40352	AGE-RAGE signaling pathway in diabetic complications // Inositol phosphate metabolism // Phosphatidylinositol signaling system // AGE-RAGE signaling pathway in diabetic complications // Inositol phosphate metabolism // Phosphatidylinositol signaling system	OG0003023
Q6CD53	YALI0_C03674g	YALI0C03674g	90.06523	Aminoacyl-tRNA biosynthesis	OG0002086
Q6CD74	YALI0_C03179g	YALI0C03179g	59.89461	Autophagy - yeast // Sphingolipid metabolism	OG0000766
Q6CD79	YALI0_C03025g	YALI0C03025g	53.29721	Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Histidine metabolism // Phenylalanine metabolism // Tyrosine metabolism // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Histidine metabolism // Phenylalanine metabolism // Tyrosine metabolism // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Histidine metabolism // Phenylalanine metabolism // Tyrosine metabolism // beta-Alanine metabolism	NA
Q6CD80	YALI0_C03003g	YALI0C03003g	30.83412	Peroxisome // Peroxisome	NA
Q6CDC5	YALI0_C01716g	YALI0C01716g	42.0382	Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	OG0001128
Q6CDD3	YALI0_C01411g	YALI0C01411g	220.36532	MAPK signaling pathway - yeast // Starch and sucrose metabolism	NA
Q6CDE7	YALI0_C01111g	YALI0C01111g	24.60574	Biosynthesis of secondary metabolites // Riboflavin metabolism	OG0002592
Q6CDI5	YALI0_C00253g	YALI0C00253g	73.87983	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Butanoate metabolism // C5-Branched dibasic acid metabolism // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Butanoate metabolism // C5-Branched dibasic acid metabolism // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Butanoate metabolism // C5-Branched dibasic acid metabolism // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Butanoate metabolism // C5-Branched dibasic acid metabolism // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis	OG0001575
Q6CDI7	YALI0_C00209g	YALI0C00209g	80.36615	Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerolipid metabolism	OG0001713
Q6CDK2	YALI0_B23298g	YALI0B23298g	49.56821	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Steroid biosynthesis	OG0003180
Q6CDK7	YALI0_B23188g	YALI0B23188g	60.8723	Biosynthesis of secondary metabolites // Purine metabolism // Purine metabolism	OG0001379
Q6CDL9	HAM1	YALI0B22924g	20.48306	Purine metabolism // Pyrimidine metabolism // Purine metabolism // Purine metabolism // Purine metabolism	NA
Q6CDM0	BNA5	YALI0B22902g	48.41058	Tryptophan metabolism // Tryptophan metabolism	NA
Q6CDN6	YALI0_B22550g	YALI0B22550g	34.09957	Synthesis and degradation of ketone bodies	NA
Q6CDN8	YALI0_B22506g	YALI0B22506g	39.90316	Carbon metabolism // Glyoxylate and dicarboxylate metabolism	NA
Q6CDQ7	YALI0_B22066g	YALI0B22066g	99.03144	Oxidative phosphorylation // Purine metabolism // Pyrimidine metabolism	OG0000789
Q6CDR5	YALI0B21846g	YALI0B21846g	44.18928	Phenylalanine, tyrosine and tryptophan biosynthesis	NA
Q6CDR7	YALI0_B21780g	YALI0B21780g	34.2918	Pentose and glucuronate interconversions // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Pentose and glucuronate interconversions //   // Glycerolipid metabolism	NA
Q6CDT1	YALI0_B21428g	YALI0B21428g	76.86312	Alanine, aspartate and glutamate metabolism // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics	OG0001115
Q6CDX6	YALI0_B20438g	YALI0B20438g	32.89124	Biosynthesis of amino acids // Biosynthesis of antibiotics // Carbon metabolism // Glycine, serine and threonine metabolism	OG0002976
Q6CDY7	YALI0_B20196g	YALI0B20196g	37.42353	Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism	NA
Q6CDZ3	YALI0_B20020g	YALI0B20020g	39.46458	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	NA
Q6CDZ4	YALI0_B19998g	YALI0B19998g	234.32575	Alanine, aspartate and glutamate metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Nitrogen metabolism	OG0002494
Q6CDZ5	YALI0_B19976g	YALI0B19976g	40.8752	Carbon metabolism // Glyoxylate and dicarboxylate metabolism	NA
Q6CE35	YALI0_B18898g	YALI0B18898g	33.76284	Biosynthesis of secondary metabolites // Pantothenate and CoA biosynthesis	OG0000593
Q6CE40	YALI0_B18759g	YALI0B18759g	226.89187	Longevity regulating pathway - multiple species // Meiosis - yeast // Purine metabolism // Purine metabolism	OG0001653
Q6CE59	YALI0_B18348g	YALI0B18348g	45.5974	Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fructose and mannose metabolism // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fructose and mannose metabolism	OG0002542
Q6CE86	TSC10	YALI0B17688g	40.73363	Sphingolipid metabolism	NA
Q6CE87	YALI0_B17666g	YALI0B17666g	93.81122	2-Oxocarboxylic acid metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // 2-Oxocarboxylic acid metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites	OG0003357
Q6CE88	ERG27	YALI0B17644g	38.72377	Biosynthesis of antibiotics // Steroid biosynthesis // Biosynthesis of antibiotics // Steroid biosynthesis	NA
Q6CE97	YALI0_B17402g	YALI0B17402g	54.26353	Alanine, aspartate and glutamate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Alanine, aspartate and glutamate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Alanine, aspartate and glutamate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism	OG0001559
Q6CEA0	YALI0_B17336g	YALI0B17336g	32.00781	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	OG0003347
Q6CEA6	YALI0_B17204g	YALI0B17204g	24.40995	Biosynthesis of antibiotics // Steroid biosynthesis	NA
Q6CEE3	YALI0_B16324g	YALI0B16324g	110.63154	Amino sugar and nucleotide sugar metabolism	OG0000678
Q6CEE8	YALI0_B16214g	YALI0B16214g	38.96794	Cysteine and methionine metabolism	NA
Q6CEE9	YALI0B16192g	YALI0B16192g	30.0329	Fructose and mannose metabolism // Fructose and mannose metabolism	NA
Q6CEF2	YALI0_B16126g	YALI0B16126g	38.49515	Biosynthesis of antibiotics // Terpenoid backbone biosynthesis // Biosynthesis of antibiotics // Terpenoid backbone biosynthesis	OG0002936
Q6CEF3	GUA1	YALI0B16104g	58.34948	Purine metabolism	NA
Q6CEF6	YALI0_B16038g	YALI0B16038g	48.31812	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Peroxisome // Terpenoid backbone biosynthesis // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Peroxisome // Terpenoid backbone biosynthesis // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Peroxisome // Terpenoid backbone biosynthesis // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Peroxisome // Terpenoid backbone biosynthesis	OG0002203
Q6CEG2	COQ3	YALI0B15884g	42.05092	Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis	OG0000958
Q6CEH1	YALI0_B15664g	YALI0B15664g	65.19751	Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis	OG0002328
Q6CEH4	YALI0_B15598g	YALI0B15598g	53.58645	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glutathione metabolism // Pentose phosphate pathway	OG0000785
Q6CEI8	YALI0_B15304g	YALI0B15304g	60.29786	Alanine, aspartate and glutamate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism	OG0000763
Q6CEJ7	YALI0_B15125g	YALI0B15125g	21.44222	 	OG0002301
Q6CEK6	RBK1	YALI0B14927g	33.13486	Pentose phosphate pathway // Pentose phosphate pathway	OG0000963
Q6CEL0	YALI0_B14839g	YALI0B14839g	51.00124	 	OG0001382
Q6CEL5	YALI0_B14729g	YALI0B14729g	29.364	Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	OG0002868
Q6CEM0	YALI0_B14619g	YALI0B14619g	79.27608	Arginine biosynthesis // Atrazine degradation // Arginine biosynthesis // Atrazine degradation // Valine, leucine and isoleucine degradation	NA
Q6CEM4	YALI0_B14531g	YALI0B14531g	31.72335	Glycerolipid metabolism // Glycerolipid metabolism // Biosynthesis of secondary metabolites // Glycerolipid metabolism // Glycerophospholipid metabolism //   // Biosynthesis of secondary metabolites // Glycerolipid metabolism // Glycerophospholipid metabolism //  	OG0001764
Q6CEM5	YALI0_B14509g	YALI0B14509g	42.18036	Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism	OG0001007
Q6CEM7	YALI0_B14465g	YALI0B14465g	69.56207	Carbon metabolism // One carbon pool by folate	OG0002793
Q6CEN0	YALI0_B14399g	YALI0B14399g	31.17486	Arginine and proline metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Arginine and proline metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites	OG0002758
Q6CEN5	YALI0_B14289g	YALI0B14289g	94.6236	Starch and sucrose metabolism	NA
Q6CEQ0	YALI0_B13970g	YALI0B13970g	67.59266	Biosynthesis of secondary metabolites // Glycerophospholipid metabolism	OG0001966
Q6CER7	YALI0_B13552g	YALI0B13552g	53.93667	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Pentose phosphate pathway // Purine metabolism	OG0002267
Q6CES1	YALI0_B13464g	YALI0B13464g	109.76868	  //   //   //  	OG0002266
Q6CES3	MEU1	YALI0B13420g	34.33393	Cysteine and methionine metabolism // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Nicotinate and nicotinamide metabolism // Purine metabolism // Pyrimidine metabolism	NA
Q6CEX7	YALI0_B12078g	YALI0B12078g	36.20725	One carbon pool by folate	OG0000809
Q6CF09	YALI0_B11286g	YALI0B11286g	39.27495	Autophagy - yeast // Inositol phosphate metabolism // Phosphatidylinositol signaling system // Autophagy - yeast // Inositol phosphate metabolism // Phosphatidylinositol signaling system // Autophagy - yeast // Inositol phosphate metabolism // Phosphatidylinositol signaling system // Autophagy - yeast // Inositol phosphate metabolism // Phosphatidylinositol signaling system	OG0002633
Q6CF18	NTE1	YALI0B11044g	158.15136	Glycerophospholipid metabolism // Glycerophospholipid metabolism	NA
Q6CF43	YALI0_B10406g	YALI0B10406g	37.22246	Lysine degradation // Lysine degradation	NA
Q6CF46	YALI0_B10340g	YALI0B10340g	68.37052	Peroxisome // Peroxisome	OG0001916
Q6CF67	YALI0_B09845g	YALI0B09845g	43.76539	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation	OG0003046
Q6CF74	YALI0_B09647g	YALI0B09647g	62.95206	Alanine, aspartate and glutamate metabolism // Arginine and proline metabolism // Alanine, aspartate and glutamate metabolism // Arginine and proline metabolism // Alanine, aspartate and glutamate metabolism // Arginine and proline metabolism // Arginine and proline metabolism // Alanine, aspartate and glutamate metabolism // Arginine and proline metabolism // Alanine, aspartate and glutamate metabolism // Arginine and proline metabolism // Alanine, aspartate and glutamate metabolism // Arginine and proline metabolism // Arginine and proline metabolism	OG0001774
Q6CF75	YALI0_B09625g	YALI0B09625g	54.59898	Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites	OG0002618
Q6CF99	YALI0_B08965g	YALI0B08965g	22.1339	Biosynthesis of secondary metabolites // Riboflavin metabolism	OG0002477
Q6CFA0	YALI0_B08943g	YALI0B08943g	49.60482	Aminoacyl-tRNA biosynthesis	OG0002476
Q6CFD2	MET3	YALI0B08184g	64.03333	Biosynthesis of antibiotics // Monobactam biosynthesis // Purine metabolism // Selenocompound metabolism // Sulfur metabolism	NA
Q6CFD3	YALI0_B08140g	YALI0B08140g	28.98527	Sulfur metabolism	OG0003417
Q6CFD7	YALI0_B08052g	YALI0B08052g	37.764	MAPK signaling pathway - yeast // Pentose and glucuronate interconversions // Propanoate metabolism // Pyruvate metabolism	NA
Q6CFF6	YALI0_B07447g	YALI0B07447g	63.98859	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Pyruvate metabolism // Valine, leucine and isoleucine biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Pyruvate metabolism // Valine, leucine and isoleucine biosynthesis	NA
Q6CFG7	YALI0_B07117g	YALI0B07117g	37.5446	Pentose and glucuronate interconversions // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Pentose and glucuronate interconversions //   // Glycerolipid metabolism	NA
Q6CFH4	RKI1	YALI0B06941g	25.95346	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Pentose phosphate pathway	NA
Q6CFH9	YALI0_B06831g	YALI0B06831g	19.8203	Oxidative phosphorylation	OG0002932
Q6CFK9	YALI0_B06006g	YALI0B06006g	37.80873	Biosynthesis of secondary metabolites // Pantothenate and CoA biosynthesis // beta-Alanine metabolism	OG0003486
Q6CFL2	YALI0_B05918g	YALI0B05918g	52.20981	Aminoacyl-tRNA biosynthesis	OG0001363
Q6CFN6	YALI0_B05368g	YALI0B05368g	63.49285	Pyrimidine metabolism // Pyrimidine metabolism	OG0003300
Q6CFP4	YALI0_B05126g	YALI0B05126g	59.22557	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Steroid biosynthesis	OG0001356
Q6CFS3	YALI0_B04312g	YALI0B04312g	58.16013	Biosynthesis of antibiotics // Inositol phosphate metabolism	OG0002606
Q6CFS9	ALA1	YALI0B04180g	104.63353	Aminoacyl-tRNA biosynthesis	OG0002379
Q6CFT7	YALI0_B03982g	YALI0B03982g	54.53456	Oxidative phosphorylation	OG0002757
Q6CFU6	YALI0_B03630g	YALI0B03630g	46.16475	Glutathione metabolism // Purine metabolism // Pyrimidine metabolism // Glutathione metabolism // Purine metabolism // Pyrimidine metabolism // Glutathione metabolism // Purine metabolism // Pyrimidine metabolism // Glutathione metabolism // Purine metabolism // Pyrimidine metabolism // Glutathione metabolism // Purine metabolism // Pyrimidine metabolism // Glutathione metabolism // Purine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism	OG0001632
Q6CFX1	BNA1	YALI0B02852g	19.55005	Tryptophan metabolism	NA
